CourseID,Title,Category,Sub_Category,Language,Skills,Instructor,Rating,Enrollments,Duration,Platform,PriceUSD,Certification,Level,ReleaseYear
144,Machine Learning by Stanford University,Data Science,Statistics,Hindi,"R, Data Analysis, Deep Learning, Machine Learning, Excel",Matthew Wright,4.6 stars,40643,47 hours,edX,$299,Yes,Beginner,2019
145,Cybersecurity for Business,Business,Finance,English,"Excel, Power BI, Leadership, Communication, Critical Thinking",Michael Cruz,3.3 stars,58940,13 hours,Udemy,$99,Yes,Advanced,2018
146,Data Structures and Algorithms Specialization,Data Science,Data Analysis,French,"Deep Learning, Excel, Data Analysis, R, SQL",Kristin Huerta,3.9 stars,16171,46 hours,edX,$199,Yes,Advanced,2019
147,Full-Stack Web Development with React,Computer Science,Cloud Computing,Spanish,"Azure, JavaScript, SQL, AWS, Python",Mason Moore,3.1 stars,4212,58 hours,edX,$19,Yes,Intermediate,2019
148,Applied Data Science with Python,Data Science,Big Data,Spanish,"Excel, Deep Learning, Machine Learning, Data Analysis, Power BI",Sarah Booth,4.5 stars,92818,32 hours,edX,$19,Yes,Advanced,2024
149,Introduction to Data Science in Python,Data Science,Deep Learning,French,"Python, Power BI, SQL, Data Analysis, Machine Learning",John Allen,4.8 stars,43950,14 hours,Coursera,$0,No,Beginner,2019
150,Machine Learning by Stanford University,Data Science,Statistics,English,"Excel, Data Analysis, SQL, Deep Learning, Machine Learning",Amber Walker,4.3 stars,93340,26 hours,edX,$0,No,Intermediate,2018
151,Deep Learning Specialization,Data Science,Big Data,French,"Machine Learning, SQL, Power BI, Data Analysis, R",Jennifer Young,4.8 stars,77496,44 hours,Udemy,$99,Yes,Intermediate,2024
152,SQL for Data Science,Data Science,Machine Learning,French,"Excel, Deep Learning, R, Power BI, Data Analysis",Robert West,3.1 stars,43695,6 hours,FutureLearn,$99,Yes,Advanced,2023
153,Tableau Data Visualization,Data Science,Machine Learning,Hindi,"Excel, Power BI, Machine Learning, Deep Learning, SQL",Jillian Wilson,3.9 stars,39458,46 hours,Coursera,$29,Yes,Beginner,2023
154,Google Data Analytics Certificate,Data Science,Statistics,Hindi,"R, Machine Learning, Data Analysis, Python, SQL",Matthew Garcia MD,4.9 stars,58984,20 hours,FutureLearn,$0,No,Beginner,2021
155,Machine Learning by Stanford University,Data Science,Machine Learning,Spanish,"SQL, Power BI, Data Analysis, R, Machine Learning",April Davis,4.5 stars,87041,8 hours,FutureLearn,$0,Yes,Advanced,2019
156,Introduction to Data Science in Python,Data Science,Statistics,Spanish,"R, Power BI, Python, SQL, Machine Learning",Lisa Torres,3.4 stars,86096,17 hours,Coursera,$99,Yes,Advanced,2021
157,Google Data Analytics Certificate,Data Science,Machine Learning,Hindi,"Deep Learning, Excel, SQL, Machine Learning, Python",Christine Powers,4.9 stars,95915,21 hours,Udemy,$0,Yes,Advanced,2020
158,Tableau Data Visualization,Data Science,Data Analysis,English,"Power BI, SQL, Machine Learning, Excel, R",Heidi Brown,4.5 stars,37950,24 hours,Coursera,$29,Yes,Beginner,2019
159,Python for Everybody,Data Science,Machine Learning,French,"Python, SQL, Excel, Data Analysis, Power BI",Jesse Castro,3.7 stars,65696,54 hours,FutureLearn,$0,Yes,Advanced,2018
160,Applied Data Science with Python,Data Science,Big Data,Hindi,"R, Power BI, Python, Data Analysis, Deep Learning",Kara Sandoval,3.8 stars,24911,39 hours,edX,$29,Yes,Advanced,2018
161,Big Data Essentials,Data Science,Statistics,Hindi,"SQL, Python, Excel, Deep Learning, Data Analysis",Ashley Malone,4.0 stars,99362,45 hours,edX,$19,Yes,Beginner,2020
162,The Science of Well-Being,Arts,Creative Writing,Hindi,"Creativity, Photography, Design, Communication",Glenn Gallegos,4.2 stars,63463,54 hours,Coursera,$19,Yes,Advanced,2019
163,Google Data Analytics Certificate,Data Science,Big Data,English,"Excel, Machine Learning, Data Analysis, Deep Learning, SQL",Dorothy Boyd,3.9 stars,587,41 hours,edX,$0,No,Beginner,2023
164,Full-Stack Web Development with React,Computer Science,Cybersecurity,French,"Azure, SQL, React, AWS, JavaScript",Amber Martin,3.2 stars,12679,43 hours,Coursera,$29,Yes,Advanced,2019
165,AI For Everyone,Data Science,Big Data,English,"Excel, R, Power BI, Data Analysis, Python",Mitchell Griffith,4.6 stars,83734,25 hours,Udemy,$99,Yes,Intermediate,2022
166,Java Programming and Software Engineering,Computer Science,Cloud Computing,Hindi,"SQL, JavaScript, AWS, React, Python",Levi Lopez,4.4 stars,49852,14 hours,edX,$199,Yes,Intermediate,2024
167,SQL for Data Science,Data Science,Big Data,Spanish,"SQL, R, Data Analysis, Python, Machine Learning",Jenna Bryant,3.8 stars,3527,23 hours,edX,$29,Yes,Beginner,2023
168,Google Data Analytics Certificate,Data Science,Machine Learning,English,"Data Analysis, R, Power BI, Deep Learning, Python",Michelle Rodriguez,3.2 stars,34729,54 hours,edX,$29,Yes,Intermediate,2018
169,Data Structures and Algorithms Specialization,Data Science,Deep Learning,Spanish,"Machine Learning, R, Python, SQL, Deep Learning",Timothy Monroe,4.7 stars,72216,53 hours,Coursera,$29,Yes,Advanced,2022
170,Full-Stack Web Development with React,Computer Science,Cybersecurity,French,"AWS, SQL, JavaScript, Python, React",Patricia Hayes,3.2 stars,43781,22 hours,Coursera,$29,Yes,Beginner,2018
171,Machine Learning by Stanford University,Data Science,Machine Learning,Spanish,"Python, Excel, Machine Learning, Power BI, Deep Learning",Tina Taylor,3.8 stars,14110,21 hours,Udemy,$299,Yes,Advanced,2022
172,Business Analytics with Excel,Business,Business Analytics,English,"Leadership, Communication, Power BI, Critical Thinking, Excel",Mr. Anthony Mcconnell PhD,3.9 stars,95618,50 hours,Udemy,$199,Yes,Beginner,2023
173,Full-Stack Web Development with React,Computer Science,Web Development,Hindi,"React, JavaScript, SQL, Azure, AWS",Mr. Thomas Thompson,3.1 stars,27757,44 hours,FutureLearn,$49,Yes,Beginner,2024
174,Google Data Analytics Certificate,Data Science,Statistics,Spanish,"R, Data Analysis, SQL, Machine Learning, Excel",Monica Anderson,3.5 stars,80890,59 hours,Coursera,$99,Yes,Advanced,2021
175,Excel to MySQL: Analytic Techniques,Data Science,Data Analysis,Spanish,"Excel, Python, Power BI, Machine Learning, SQL",Kyle Andrade,4.4 stars,75678,16 hours,Coursera,$199,Yes,Advanced,2019
176,Deep Learning Specialization,Business,Leadership,French,"Excel, Power BI, Communication, Leadership, Critical Thinking",Janice Petty,3.3 stars,28691,22 hours,Coursera,$199,Yes,Advanced,2018
177,Data Structures and Algorithms Specialization,Data Science,Deep Learning,Spanish,"SQL, Power BI, Deep Learning, Python, Machine Learning",Pamela Hill,3.4 stars,19024,14 hours,Coursera,$0,No,Intermediate,2020
178,Business Analytics with Excel,Business,Finance,French,"Critical Thinking, Communication, Excel, Leadership, Power BI",Tracy Chavez,3.7 stars,87375,59 hours,Udemy,$19,Yes,Intermediate,2021
179,Introduction to Data Science in Python,Data Science,Data Analysis,Hindi,"Power BI, Python, Data Analysis, Excel, Machine Learning",Jason Graves,3.1 stars,7910,52 hours,FutureLearn,$49,Yes,Advanced,2020
180,Tableau Data Visualization,Data Science,Deep Learning,Hindi,"Power BI, Python, Data Analysis, SQL, Deep Learning",Elizabeth Miles,3.9 stars,1904,35 hours,Coursera,$29,Yes,Advanced,2021
181,Data Structures and Algorithms Specialization,Data Science,Data Analysis,Spanish,"R, Deep Learning, SQL, Machine Learning, Power BI",Michelle Walls,4.7 stars,51296,22 hours,Udemy,$199,Yes,Intermediate,2019
182,Full-Stack Web Development with React,Computer Science,Cloud Computing,Hindi,"Python, JavaScript, Azure, SQL, React",Christina Weber,5.0 stars,72418,37 hours,Udemy,$49,Yes,Beginner,2020
183,Tableau Data Visualization,Data Science,Data Analysis,French,"R, Deep Learning, Python, Data Analysis, Excel",Gregory Chambers,3.0 stars,74438,11 hours,Udemy,$199,Yes,Intermediate,2020
184,Excel to MySQL: Analytic Techniques,Data Science,Deep Learning,English,"Data Analysis, Deep Learning, Machine Learning, R, Python",Miss Tina Gordon,3.7 stars,90492,54 hours,FutureLearn,$19,Yes,Advanced,2020
185,AI For Everyone,Data Science,Machine Learning,French,"Excel, SQL, Power BI, Python, Data Analysis",Erica Wilson,3.5 stars,35743,42 hours,Udemy,$199,Yes,Advanced,2021
186,Tableau Data Visualization,Data Science,Statistics,Spanish,"Deep Learning, Python, Machine Learning, Excel, SQL",John Duncan,3.1 stars,44159,27 hours,FutureLearn,$19,Yes,Beginner,2022
187,Big Data Essentials,Data Science,Data Analysis,English,"Excel, SQL, Machine Learning, R, Python",Jennifer Adkins,3.2 stars,18056,19 hours,FutureLearn,$199,Yes,Beginner,2019
188,AI For Everyone,Data Science,Big Data,French,"Power BI, R, Deep Learning, Python, Excel",Donna Boone,4.4 stars,29031,52 hours,Udemy,$199,Yes,Beginner,2020
189,Introduction to Data Science in Python,Data Science,Machine Learning,Spanish,"Python, Data Analysis, Excel, R, Machine Learning",Kelly Johnson,4.3 stars,59061,18 hours,Coursera,$0,No,Intermediate,2019
190,Google Data Analytics Certificate,Data Science,Statistics,French,"SQL, Python, Data Analysis, R, Excel",Michael Gonzalez,4.4 stars,71019,15 hours,Coursera,$0,No,Intermediate,2024
191,Java Programming and Software Engineering,Computer Science,Web Development,Spanish,"React, SQL, JavaScript, Azure, AWS",Candace Mitchell,3.0 stars,91375,27 hours,edX,$99,Yes,Intermediate,2022
192,Google Data Analytics Certificate,Data Science,Deep Learning,Spanish,"Python, Deep Learning, Excel, R, Power BI",Ryan Vaughn,3.4 stars,20672,19 hours,Coursera,$199,Yes,Advanced,2019
193,AWS Cloud Practitioner Essentials,IT & Software,Cybersecurity,French,"Azure, Critical Thinking, AWS, DevOps, Networking",Paul Johnson,3.5 stars,17731,7 hours,Coursera,$0,Yes,Advanced,2023
194,Business Analytics with Excel,Business,Business Analytics,English,"Communication, Power BI, Critical Thinking, Excel, Leadership",Ashley Parrish,4.7 stars,20949,35 hours,FutureLearn,$199,Yes,Beginner,2019
195,Cybersecurity for Business,Business,Marketing,Hindi,"Leadership, Excel, Communication, Critical Thinking, Power BI",Sharon Newton,3.4 stars,20250,31 hours,Coursera,$0,No,Intermediate,2019
196,Java Programming and Software Engineering,Computer Science,Web Development,Hindi,"SQL, AWS, Azure, Python, JavaScript",Cynthia Mueller,4.9 stars,55790,16 hours,FutureLearn,$299,Yes,Intermediate,2020
197,Statistics with Python,Data Science,Data Analysis,French,"Machine Learning, Deep Learning, Python, SQL, Excel",Donna Beck,4.5 stars,61031,10 hours,Coursera,$29,Yes,Advanced,2019
198,Java Programming and Software Engineering,Computer Science,Programming,Hindi,"Python, AWS, JavaScript, SQL, Azure",Jasmine Frye,3.1 stars,23665,39 hours,Udemy,$49,Yes,Beginner,2019
199,Cybersecurity for Business,Business,Leadership,English,"Power BI, Leadership, Critical Thinking, Communication, Excel",Emily Arnold,3.5 stars,43625,40 hours,Udemy,$99,Yes,Beginner,2018
200,SQL for Data Science,Data Science,Big Data,English,"Excel, Power BI, SQL, Deep Learning, R",David Oliver,4.0 stars,81999,33 hours,Coursera,$199,Yes,Intermediate,2023
201,Google Data Analytics Certificate,Data Science,Statistics,Spanish,"SQL, Deep Learning, Data Analysis, Machine Learning, Excel",Sheila Greer,5.0 stars,44360,6 hours,Coursera,$199,Yes,Beginner,2024
202,Big Data Essentials,Data Science,Machine Learning,Hindi,"Python, Power BI, Deep Learning, Excel, R",Michele Holland,4.5 stars,83598,42 hours,Coursera,$29,Yes,Beginner,2023
203,Big Data Essentials,Data Science,Deep Learning,English,"Excel, Power BI, Python, Machine Learning, Data Analysis",Kimberly Morrison,4.4 stars,46412,25 hours,FutureLearn,$0,Yes,Advanced,2018
204,Tableau Data Visualization,Data Science,Statistics,Hindi,"R, Power BI, Data Analysis, Deep Learning, SQL",Tracey Phillips,4.2 stars,75647,39 hours,FutureLearn,$0,No,Intermediate,2021
205,AWS Cloud Practitioner Essentials,IT & Software,Cloud Computing,French,"Azure, Critical Thinking, DevOps, AWS, Networking",Michael Lopez,3.1 stars,57075,34 hours,Coursera,$49,Yes,Beginner,2022
206,AWS Cloud Practitioner Essentials,IT & Software,Cloud Computing,Spanish,"AWS, Networking, Critical Thinking, Azure, DevOps",Jose Bennett,3.2 stars,94982,38 hours,edX,$199,Yes,Advanced,2019
207,AI For Everyone,Data Science,Big Data,Spanish,"Power BI, R, Python, SQL, Machine Learning",Justin Anderson,4.0 stars,42258,28 hours,Coursera,$19,Yes,Intermediate,2020
208,SQL for Data Science,Data Science,Deep Learning,French,"Power BI, Deep Learning, Python, R, Excel",Dawn Rivera,3.1 stars,27352,20 hours,FutureLearn,$199,Yes,Advanced,2024
209,Big Data Essentials,Data Science,Statistics,English,"Excel, R, Data Analysis, Python, SQL",Brittney Hernandez,3.1 stars,6258,12 hours,FutureLearn,$19,Yes,Intermediate,2024
210,Applied Data Science with Python,Data Science,Statistics,Spanish,"SQL, R, Power BI, Python, Data Analysis",Anthony Randolph,4.9 stars,84481,16 hours,FutureLearn,$199,Yes,Intermediate,2019
211,AI For Everyone,Data Science,Statistics,Spanish,"Machine Learning, Excel, Deep Learning, SQL, Python",Mary Henry,3.5 stars,88311,9 hours,Udemy,$49,Yes,Advanced,2021
212,Machine Learning by Stanford University,Data Science,Statistics,Spanish,"R, Deep Learning, SQL, Excel, Data Analysis",Heather Bowers,3.3 stars,31913,31 hours,Udemy,$49,Yes,Intermediate,2023
213,AI For Everyone,Data Science,Statistics,French,"Power BI, SQL, Python, Data Analysis, R",Daniel White,4.7 stars,51242,23 hours,FutureLearn,$0,No,Beginner,2020
214,The Science of Well-Being,Computer Science,Cybersecurity,Hindi,"JavaScript, Python, React, Azure, AWS",Jonathan Perry,3.6 stars,95683,6 hours,Coursera,$29,Yes,Intermediate,2021
215,Big Data Essentials,Data Science,Data Analysis,Hindi,"Power BI, Excel, Data Analysis, Deep Learning, Python",Anna Walker,4.5 stars,48383,20 hours,Udemy,$299,Yes,Intermediate,2020
216,Natural Language Processing with Deep Learning,Business,Finance,English,"Power BI, Leadership, Communication, Excel, Critical Thinking",Gary Ward,5.0 stars,38291,20 hours,Udemy,$29,Yes,Beginner,2019
217,Applied Data Science with Python,Data Science,Data Analysis,English,"Machine Learning, Power BI, R, Data Analysis, Deep Learning",Paul Moreno,3.8 stars,29182,56 hours,Udemy,$199,Yes,Beginner,2018
218,Google Data Analytics Certificate,Data Science,Machine Learning,Hindi,"Excel, R, Machine Learning, Python, Power BI",Samantha Zavala MD,3.5 stars,12082,45 hours,Udemy,$99,Yes,Intermediate,2019
219,The Science of Well-Being,Business,Finance,English,"Communication, Excel, Leadership, Critical Thinking, Power BI",Jill Conway,4.9 stars,98409,44 hours,FutureLearn,$199,Yes,Intermediate,2021
220,Java Programming and Software Engineering,Computer Science,Programming,Hindi,"React, AWS, Azure, SQL, JavaScript",Lisa Haley,3.4 stars,3582,56 hours,Coursera,$0,Yes,Advanced,2018
221,AI For Everyone,Data Science,Data Analysis,French,"Power BI, Python, R, SQL, Excel",Erica Moon,3.7 stars,83571,49 hours,FutureLearn,$19,Yes,Intermediate,2023
222,Data Structures and Algorithms Specialization,Data Science,Data Analysis,Spanish,"SQL, Deep Learning, Machine Learning, Python, Excel",Janice Fernandez,4.2 stars,45423,13 hours,Coursera,$49,Yes,Beginner,2020
223,Big Data Essentials,Data Science,Statistics,Spanish,"SQL, Power BI, Python, R, Data Analysis",Thomas Short,3.5 stars,52135,38 hours,FutureLearn,$0,No,Intermediate,2024
224,Google Data Analytics Certificate,Data Science,Machine Learning,Hindi,"Data Analysis, Power BI, Machine Learning, SQL, R",Robert Griffin,4.9 stars,79604,43 hours,Udemy,$299,Yes,Beginner,2019
225,AWS Cloud Practitioner Essentials,IT & Software,DevOps,Spanish,"Networking, Critical Thinking, Azure, DevOps, AWS",Steven Lee,4.9 stars,91249,52 hours,edX,$0,No,Beginner,2022
226,Introduction to Data Science in Python,Data Science,Statistics,Spanish,"Power BI, Deep Learning, Python, Data Analysis, Excel",Tiffany Jackson,3.5 stars,51938,32 hours,FutureLearn,$299,Yes,Advanced,2018
227,Applied Data Science with Python,Data Science,Statistics,English,"SQL, Python, Deep Learning, Excel, Machine Learning",Kimberly Smith,4.9 stars,25388,60 hours,Coursera,$299,Yes,Advanced,2019
228,Full-Stack Web Development with React,Computer Science,Cybersecurity,French,"React, Azure, JavaScript, AWS, Python",Michael Ayala,3.1 stars,97769,18 hours,Coursera,$19,Yes,Beginner,2024
229,Applied Data Science with Python,Data Science,Deep Learning,Hindi,"R, Data Analysis, Power BI, Python, Machine Learning",Jessica Garcia,3.9 stars,14357,36 hours,FutureLearn,$99,Yes,Intermediate,2024
230,AWS Cloud Practitioner Essentials,IT & Software,Cybersecurity,English,"Critical Thinking, Azure, Networking, DevOps, AWS",Michele Cherry,3.2 stars,39946,40 hours,Coursera,$199,Yes,Advanced,2021
231,Applied Data Science with Python,Data Science,Deep Learning,English,"Deep Learning, Data Analysis, SQL, Machine Learning, Excel",Maria Case,3.4 stars,84659,28 hours,Coursera,$49,Yes,Beginner,2018
232,Data Structures and Algorithms Specialization,Data Science,Data Analysis,Spanish,"Excel, Deep Learning, Power BI, Python, R",Brittany Stevens,5.0 stars,76232,50 hours,Coursera,$99,Yes,Intermediate,2020
233,Machine Learning by Stanford University,Data Science,Statistics,Hindi,"Data Analysis, Python, Deep Learning, Machine Learning, Excel",Brandon Brown,3.8 stars,78461,50 hours,FutureLearn,$99,Yes,Advanced,2022
234,Big Data Essentials,Data Science,Big Data,Spanish,"R, Power BI, Excel, Deep Learning, Machine Learning",Kristin Andrews,3.3 stars,48096,42 hours,FutureLearn,$0,Yes,Advanced,2022
235,Cybersecurity for Business,Business,Business Analytics,Spanish,"Excel, Communication, Critical Thinking, Leadership, Power BI",David Hughes,4.1 stars,25587,16 hours,Udemy,$0,No,Beginner,2019
236,Natural Language Processing with Deep Learning,Business,Marketing,English,"Excel, Critical Thinking, Power BI, Leadership, Communication",Jessica Smith,5.0 stars,62094,14 hours,FutureLearn,$99,Yes,Advanced,2018
